ID,Call Failure,Complains,Charge Amount,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
2457,0,no,50,29,264,3,3,pre-paid,active,30,1127.56,yes
2458,9,no,100,111,123,28,3,pre-paid,active,30,837.04,yes
2459,3,no,100,159,0,29,3,pre-paid,active,30,533.28,yes
2460,3,no,400,73,0,10,3,pre-paid,active,30,159.52,yes
2461,2,no,100,85,0,15,2,pre-paid,active,25,243.135,yes
2462,5,no,50,44,0,2,3,pre-paid,not-active,30,67.28,yes
2463,21,no,200,215,33,17,3,pre-paid,active,30,722.2,yes
2464,0,no,100,17,462,7,3,pre-paid,active,30,1948.48,yes
2465,5,no,100,172,129,15,2,pre-paid,active,25,1258.065,yes
2466,0,no,200,76,165,11,3,pre-paid,active,30,899.04,yes
2467,0,no,20,4,0,1,2,pre-paid,not-active,25,12.555,yes
2468,0,no,100,4,0,1,2,pre-paid,not-active,25,5.13,yes
2469,0,no,100,0,0,0,2,pre-paid,not-active,25,0,no
2470,0,no,400,117,363,28,2,pre-paid,active,25,1949.625,yes
2471,3,no,20,144,0,32,3,pre-paid,active,30,440.36,yes
2472,4,no,100,65,87,22,2,pre-paid,active,25,669.735,yes
2473,19,no,200,37,0,2,2,pre-paid,not-active,25,17.64,no
2474,17,no,100,83,0,27,4,pre-paid,active,45,247.95,yes
2475,9,yes,50,88,5,9,2,pre-paid,active,25,261.27,no
2476,0,no,100,12,0,4,3,pre-paid,active,30,90.08,yes
2477,5,no,100,31,0,1,3,pre-paid,not-active,30,96.84,no
2478,5,no,100,34,13,16,3,pre-paid,not-active,30,120.08,no
2479,0,no,100,0,0,0,3,pre-paid,not-active,30,0,no
2480,0,no,400,15,0,3,3,pre-paid,active,30,43.32,yes
2481,0,no,50,87,0,7,4,pre-paid,active,45,156.8,yes
2482,0,no,100,0,0,0,4,pre-paid,not-active,45,0,no
2483,0,no,200,0,0,0,5,pre-paid,active,55,0,yes
2484,21,no,100,228,0,65,2,pre-paid,active,25,706.635,yes
2485,2,no,50,106,250,18,2,post-paid,active,25,1416.195,yes
2486,0,no,100,72,0,13,2,pre-paid,active,25,143.55,yes
2487,0,no,50,34,17,5,3,pre-paid,not-active,30,111.96,yes
2488,2,no,100,43,154,8,2,pre-paid,active,25,793.035,yes
2489,0,no,100,26,172,1,2,post-paid,active,25,807.345,yes
2490,0,no,400,29,9,53,4,pre-paid,active,45,47.425,yes
2491,7,no,20,15,0,3,2,pre-paid,not-active,25,5.175,yes
2492,0,no,50,0,0,0,4,pre-paid,not-active,45,0,yes
2493,6,no,200,22,0,2,2,pre-paid,active,25,29.115,yes
2494,0,no,100,51,0,8,3,pre-paid,active,30,107.04,yes
2495,0,no,100,16,7,6,2,pre-paid,active,25,81.495,yes
2496,12,no,200,131,64,27,1,post-paid,active,15,677.82,yes
2497,8,no,50,161,52,25,4,pre-paid,active,45,342.35,yes
2498,4,no,100,35,10,4,3,pre-paid,active,30,131.52,yes
2499,0,no,100,30,194,23,3,pre-paid,active,30,928.8,yes
2500,0,yes,400,9,0,3,3,pre-paid,active,30,35.88,no
2501,8,no,50,77,37,21,3,pre-paid,active,30,330.48,yes
2502,0,no,50,11,39,8,3,pre-paid,not-active,30,173.76,yes
2503,10,no,200,66,391,28,3,pre-paid,active,30,1669.36,yes
2504,10,no,100,72,33,39,1,pre-paid,active,15,422.675,yes
2505,3,no,50,64,34,37,2,pre-paid,active,25,268.74,yes
2506,11,no,100,88,64,32,3,pre-paid,active,30,415.12,yes
2507,4,no,100,45,317,22,4,pre-paid,active,45,855.5,yes
2508,13,no,100,127,176,47,3,pre-paid,active,30,1078.28,yes
2509,7,no,100,175,32,48,3,pre-paid,active,30,690.52,yes
2510,7,no,400,89,34,29,3,pre-paid,active,30,324.76,yes
2511,6,no,20,101,39,16,3,pre-paid,active,30,401.36,yes
2512,9,yes,100,60,40,21,3,pre-paid,not-active,30,256.52,yes
2513,25,no,200,231,86,36,3,pre-paid,active,30,963.44,yes
2514,4,no,100,33,515,12,4,pre-paid,active,45,1368.575,yes
2515,9,no,50,188,182,34,2,pre-paid,active,25,1529.46,yes
2516,3,no,100,92,218,30,3,pre-paid,active,30,1140.28,yes
2517,0,no,50,20,32,15,2,pre-paid,not-active,25,189.45,yes
2518,2,no,100,20,45,12,3,pre-paid,not-active,30,213.8,yes
2519,0,no,100,6,32,4,2,pre-paid,not-active,25,149.445,no
2520,3,no,400,133,416,47,3,pre-paid,active,30,1974.24,yes
2521,7,no,50,160,43,51,4,pre-paid,active,45,401,yes
2522,8,no,100,81,140,41,2,pre-paid,active,25,941.13,yes
2523,23,yes,200,53,48,21,3,pre-paid,not-active,30,236.92,no
2524,21,no,100,99,33,46,5,pre-paid,active,55,209.235,yes
2525,13,no,50,104,58,28,3,pre-paid,active,30,473.48,yes
2526,1,no,100,28,32,18,3,pre-paid,active,30,247.32,yes
2527,9,yes,100,47,41,20,3,pre-paid,not-active,30,290.08,no
2528,9,no,100,50,66,35,4,pre-paid,not-active,45,225.825,no
2529,0,no,100,8,32,6,3,pre-paid,not-active,30,138.24,no
2530,1,no,400,31,32,10,4,pre-paid,active,45,125.35,yes
2531,3,no,20,103,46,26,5,pre-paid,active,55,174.045,yes
2532,0,no,50,13,41,8,4,pre-paid,not-active,45,121.4,no
2533,0,no,200,10,36,6,5,pre-paid,active,55,60.945,yes
2534,25,no,100,244,32,84,2,post-paid,active,25,883.53,yes
2535,6,no,100,122,303,37,3,post-paid,active,30,1500.08,yes
2536,2,no,200,88,34,32,3,pre-paid,active,30,292.84,yes
2537,3,no,100,50,70,24,4,pre-paid,not-active,45,220.75,yes
2538,6,no,100,59,207,27,2,pre-paid,active,25,1064.43,yes
2539,4,no,50,42,225,15,3,post-paid,active,30,958.88,yes
2540,4,no,400,45,62,72,5,pre-paid,active,55,118.92,yes
2541,11,no,20,31,42,11,3,pre-paid,not-active,30,201.84,yes
2542,0,no,50,16,53,7,4,pre-paid,not-active,45,156.4,yes
2543,10,no,200,38,51,17,2,pre-paid,active,25,291.51,yes
2544,2,no,100,67,40,27,3,pre-paid,active,30,296.28,yes
2545,2,no,50,32,60,18,3,pre-paid,active,30,313.68,yes
2546,16,no,200,147,117,46,2,post-paid,active,25,825.975,yes
2547,12,no,50,177,105,44,5,pre-paid,active,55,295.875,yes
2548,8,no,100,51,63,23,3,post-paid,active,30,372.76,yes
2549,2,no,100,46,247,14,3,pre-paid,active,30,1170.04,yes
2550,0,no,400,31,203,6,3,pre-paid,active,30,974.24,yes
2551,0,yes,20,10,0,3,2,pre-paid,not-active,25,50.985,no
2552,4,no,100,67,8,19,2,pre-paid,active,25,225.54,yes
2553,0,no,200,1,10,6,2,pre-paid,not-active,25,49.23,yes
2554,6,no,100,56,362,26,2,pre-paid,active,25,1731.78,yes
2555,6,no,50,62,4,37,2,pre-paid,active,25,199.575,yes
2556,0,no,100,54,5,35,1,pre-paid,active,15,149.71,yes
2557,7,no,100,78,35,30,3,pre-paid,active,30,285.12,yes
2558,0,no,100,35,288,20,3,pre-paid,active,30,1238.8,yes
2559,9,no,100,117,147,45,3,pre-paid,active,30,948.28,yes
2560,3,no,400,165,3,46,3,pre-paid,active,30,560.52,yes
2561,3,no,50,79,5,27,3,pre-paid,active,30,194.76,yes
2562,2,no,50,91,10,14,2,pre-paid,active,25,305.28,yes
2563,5,no,200,50,11,19,3,pre-paid,not-active,30,126.52,yes
2564,21,no,100,221,57,34,3,pre-paid,active,30,833.44,yes
2565,0,no,100,23,486,10,3,pre-paid,active,30,2059.72,yes
2566,5,no,100,178,153,32,2,pre-paid,active,25,1383.21,yes
2567,0,no,50,82,189,28,3,pre-paid,active,30,1010.28,yes
2568,0,no,100,10,3,13,2,pre-paid,not-active,25,43.2,yes
2569,0,no,100,10,16,10,2,pre-paid,not-active,25,94.275,yes
2570,0,no,400,0,3,0,2,pre-paid,not-active,25,13.5,no
2571,0,no,50,123,387,45,2,pre-paid,active,25,2074.77,yes
2572,3,no,100,150,14,49,3,pre-paid,active,30,511.6,yes
2573,4,no,200,71,111,39,2,pre-paid,active,25,794.88,yes
2574,19,no,100,43,19,19,2,pre-paid,not-active,25,120.285,no
2575,17,no,50,89,4,44,4,post-paid,active,45,267.475,yes
2576,9,no,100,94,29,26,2,pre-paid,active,25,386.415,no
2577,0,no,100,18,3,16,3,pre-paid,active,30,117.32,yes
2578,5,yes,100,37,12,18,2,pre-paid,not-active,25,180.09,no
2579,5,no,100,40,37,33,3,pre-paid,not-active,30,231.32,no
2580,0,no,400,0,3,0,3,pre-paid,not-active,30,12,no
2581,0,no,100,21,3,8,3,pre-paid,active,30,70.56,yes
2582,0,no,100,93,17,24,4,pre-paid,active,45,208.825,yes
2583,0,yes,200,3,12,6,4,pre-paid,not-active,45,40.15,no
2584,0,no,100,0,7,0,5,pre-paid,active,55,10.5,yes
2585,21,no,20,234,3,82,2,pre-paid,active,25,737.28,yes
2586,2,no,100,112,274,35,2,post-paid,active,25,1541.34,yes
2587,0,no,50,78,5,30,2,pre-paid,active,25,183.195,yes
2588,0,no,100,40,41,22,3,pre-paid,not-active,30,223.2,yes
2589,2,no,100,49,178,25,2,pre-paid,active,25,918.18,yes
2590,0,no,400,32,196,13,2,post-paid,active,25,932.49,yes
2591,0,no,50,35,33,70,4,pre-paid,active,45,116.95,yes
2592,7,no,50,21,13,9,2,pre-paid,not-active,25,80.82,yes
2593,0,no,200,6,24,5,4,pre-paid,not-active,45,75.15,yes
2594,6,no,100,28,22,15,2,pre-paid,active,25,145.26,yes
2595,0,no,100,57,11,25,3,pre-paid,active,30,166.28,yes
2596,0,no,100,22,31,16,2,pre-paid,active,25,206.64,yes
2597,12,no,100,137,88,44,1,post-paid,active,15,830.775,yes
2598,8,no,100,167,76,42,4,pre-paid,active,45,411.875,yes
2599,4,no,100,41,34,21,3,pre-paid,active,30,242.76,yes
2600,0,no,400,36,218,12,3,pre-paid,active,30,1040.04,yes
2601,0,yes,20,15,3,9,3,pre-paid,active,30,63.12,no
2602,2,no,50,63,0,11,2,pre-paid,active,25,182.16,yes
2603,0,no,200,0,0,0,2,pre-paid,not-active,25,0,yes
2604,4,no,100,52,342,18,2,pre-paid,active,25,1634.4,yes
2605,4,no,50,58,0,29,1,pre-paid,active,15,212.905,yes
2606,0,no,200,50,0,27,1,pre-paid,active,15,113.19,yes
2607,5,no,20,74,15,22,2,pre-paid,active,25,223.38,yes
2608,0,no,100,31,268,12,3,pre-paid,active,30,1152.24,yes
2609,7,no,100,113,127,37,3,pre-paid,active,30,861.72,yes
2610,1,no,400,161,0,38,3,pre-paid,active,30,541.96,yes
2611,1,no,100,75,0,19,3,pre-paid,active,30,168.2,yes
2612,0,no,100,87,0,6,2,pre-paid,active,25,252.9,yes
2613,3,no,200,46,0,11,3,pre-paid,not-active,30,75.96,yes
2614,19,no,100,217,37,26,3,pre-paid,active,30,746.88,yes
2615,0,no,50,19,466,2,3,pre-paid,active,30,1973.16,yes
2616,3,no,200,174,133,24,2,pre-paid,active,25,1285.83,yes
2617,0,no,100,78,169,20,3,pre-paid,active,30,923.72,yes
2618,0,no,100,6,0,5,2,pre-paid,not-active,25,22.32,yes
2619,0,no,50,6,0,2,2,pre-paid,not-active,25,14.895,yes
2620,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
2621,0,no,50,119,367,37,2,pre-paid,active,25,1977.39,yes
2622,1,no,50,146,0,41,3,pre-paid,active,30,449.04,yes
2623,2,no,200,67,91,31,2,pre-paid,active,25,697.5,yes
2624,17,no,100,39,0,11,2,pre-paid,not-active,25,27.405,no
2625,15,no,20,85,0,36,4,pre-paid,active,45,253.375,yes
2626,7,no,100,90,9,18,2,pre-paid,active,25,289.035,no
2627,0,no,50,14,0,8,3,pre-paid,active,30,98.76,yes
2628,3,yes,100,33,0,10,2,pre-paid,not-active,25,118.71,no
2629,3,no,100,36,17,25,3,pre-paid,not-active,30,144.76,no
2630,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
2631,0,no,20,17,0,5,3,pre-paid,active,30,52,yes
2632,0,no,50,89,0,16,4,pre-paid,active,45,162.225,yes
2633,0,yes,200,0,0,0,4,pre-paid,not-active,45,0,no
2634,0,no,100,0,0,0,4,pre-paid,active,45,0,yes
2635,19,no,20,230,0,74,2,pre-paid,active,25,716.4,yes
2636,0,no,100,108,254,27,2,post-paid,active,25,1443.96,yes
2637,0,no,50,74,0,22,2,pre-paid,active,25,153.315,yes
2638,0,no,100,36,21,14,3,pre-paid,not-active,30,136.64,yes
2639,0,no,50,45,158,17,2,pre-paid,active,25,820.8,yes
2640,0,no,400,28,176,5,2,post-paid,active,25,835.11,yes
2641,0,no,50,31,13,62,4,pre-paid,active,45,62.85,yes
2642,5,no,50,17,0,1,2,pre-paid,not-active,25,14.94,yes
2643,0,no,200,0,4,0,4,pre-paid,not-active,45,10,yes
2644,4,no,100,24,2,7,2,pre-paid,active,25,47.88,yes
2645,0,no,20,53,0,17,3,pre-paid,active,30,115.72,yes
2646,0,no,200,18,11,8,2,pre-paid,active,25,109.26,yes
2647,10,no,100,133,68,36,1,post-paid,active,15,711.755,yes
2648,6,no,100,163,56,34,4,pre-paid,active,45,357.775,yes
2649,2,no,50,37,14,13,3,pre-paid,active,30,156.2,yes
2650,0,no,400,32,198,4,3,pre-paid,active,30,953.48,yes
2651,0,no,50,11,0,1,2,pre-paid,active,25,50.13,no
2652,8,no,100,75,13,21,3,pre-paid,active,30,228,yes
2653,0,no,200,9,15,8,2,pre-paid,not-active,25,80.19,yes
2654,10,no,100,64,367,28,3,pre-paid,active,30,1566.88,yes
2655,10,no,100,70,9,39,1,pre-paid,active,15,281.765,yes
2656,3,no,100,62,10,37,1,pre-paid,active,15,187.55,yes
2657,11,no,100,86,40,32,3,pre-paid,active,30,312.64,yes
2658,4,no,100,43,293,22,3,pre-paid,active,30,1266.32,yes
2659,13,no,100,125,152,47,3,pre-paid,active,30,975.8,yes
2660,7,no,400,173,8,48,3,pre-paid,active,30,588.04,yes
2661,7,no,50,87,10,29,3,pre-paid,active,30,222.28,yes
2662,6,no,50,99,15,16,3,pre-paid,active,30,298.88,yes
2663,9,yes,200,58,16,21,3,pre-paid,not-active,30,154.04,yes
2664,25,no,100,229,62,36,3,pre-paid,active,30,860.96,yes
2665,4,no,50,31,491,12,3,pre-paid,active,30,2087.24,yes
2666,9,no,100,186,158,34,2,pre-paid,active,25,1414.17,yes
2667,3,no,50,90,194,30,3,pre-paid,active,30,1037.8,yes
2668,0,no,100,18,8,15,2,pre-paid,not-active,25,74.16,yes
2669,2,no,100,18,21,12,3,pre-paid,not-active,30,111.32,yes
2670,0,no,400,0,8,0,2,pre-paid,not-active,25,36,no
2671,3,no,50,131,392,47,2,pre-paid,active,25,2105.73,yes
2672,7,no,100,158,19,51,4,pre-paid,active,45,336.95,yes
2673,8,no,200,79,116,41,2,pre-paid,active,25,825.84,yes
2674,23,yes,100,51,24,21,2,pre-paid,not-active,25,151.245,no
2675,21,yes,20,97,9,46,5,post-paid,active,55,170.805,yes
2676,13,no,200,102,34,28,2,pre-paid,active,25,417.375,yes
2677,1,no,50,26,8,18,3,pre-paid,active,30,144.84,yes
2678,9,yes,100,45,17,20,3,pre-paid,not-active,30,187.6,no
2679,9,no,100,48,42,35,3,pre-paid,not-active,30,258.84,no
2680,0,no,400,6,8,6,3,pre-paid,not-active,30,35.76,no
2681,1,no,100,29,8,10,3,pre-paid,active,30,98.08,yes
2682,3,no,100,101,22,26,5,pre-paid,active,55,135.615,yes
2683,0,yes,200,11,17,8,4,pre-paid,not-active,45,57.35,no
2684,0,no,100,8,12,6,5,pre-paid,active,55,22.515,yes
2685,25,no,100,242,8,84,2,pre-paid,active,25,768.24,yes
2686,6,no,100,120,279,37,2,post-paid,active,25,1572.3,yes
2687,2,no,100,86,10,32,2,pre-paid,active,25,214.155,yes
2688,3,no,100,48,46,24,3,pre-paid,not-active,30,250.72,yes
2689,6,no,100,57,183,27,2,pre-paid,active,25,949.14,yes
2690,4,no,400,40,201,15,2,post-paid,active,25,963.45,yes
2691,4,no,50,43,38,72,4,pre-paid,active,45,134.15,yes
2692,11,no,100,29,18,11,2,pre-paid,not-active,25,111.78,yes
2693,0,no,200,14,29,7,4,pre-paid,not-active,45,92.35,yes
2694,10,no,100,36,27,17,2,pre-paid,active,25,176.22,yes
2695,2,no,50,65,16,27,3,pre-paid,active,30,193.8,yes
2696,2,no,100,30,36,18,2,pre-paid,active,25,237.6,yes
2697,16,no,50,145,93,46,2,post-paid,active,25,710.685,yes
2698,12,no,100,175,81,44,4,pre-paid,active,45,429.075,yes
2699,8,no,100,49,39,23,3,pre-paid,active,30,270.28,yes
2700,2,no,400,44,223,14,3,pre-paid,active,30,1067.56,yes
2701,3,no,50,23,8,11,3,pre-paid,active,30,90.64,no
2702,0,no,50,55,0,9,2,pre-paid,active,25,173.7,yes
2703,0,no,200,0,0,0,2,pre-paid,not-active,25,0,yes
2704,0,no,100,44,337,16,2,pre-paid,active,25,1603.44,yes
2705,0,no,100,50,0,27,1,pre-paid,active,15,202.565,yes
2706,0,no,200,42,0,25,1,pre-paid,active,15,102.85,yes
2707,1,no,100,66,10,20,2,pre-paid,active,25,192.42,yes
2708,0,no,100,23,263,10,3,pre-paid,active,30,1124.72,yes
2709,3,no,100,105,122,35,3,pre-paid,active,30,834.2,yes
2710,0,no,400,153,0,36,3,pre-paid,active,30,534.44,yes
2711,0,no,50,67,0,17,3,pre-paid,active,30,160.68,yes
2712,0,no,100,79,0,4,2,pre-paid,active,25,244.44,yes
2713,0,no,200,38,0,9,3,pre-paid,not-active,30,68.44,yes
2714,15,no,100,209,32,24,2,pre-paid,active,25,809.28,yes
2715,0,no,100,11,461,7,3,pre-paid,active,30,1945.64,yes
2716,0,no,100,166,128,22,2,pre-paid,active,25,1254.87,yes
2717,0,no,50,70,164,18,3,pre-paid,active,30,896.2,yes
2718,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2719,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2720,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
2721,0,no,50,111,362,35,2,pre-paid,active,25,1946.43,yes
2722,0,no,100,138,0,39,3,pre-paid,active,30,441.52,yes
2723,0,no,200,59,86,29,2,pre-paid,active,25,666.54,yes
2724,13,yes,100,31,0,9,2,pre-paid,not-active,25,18.945,no
2725,11,no,100,77,0,34,4,post-paid,active,45,248.675,yes
2726,3,no,200,82,4,16,2,pre-paid,active,25,258.075,no
2727,0,no,50,6,0,6,3,pre-paid,active,30,91.24,yes
2728,0,yes,100,25,0,8,2,pre-paid,not-active,25,110.25,no
2729,0,yes,50,28,12,23,3,pre-paid,not-active,30,117.24,no
2730,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
2731,0,no,50,0,0,0,3,pre-paid,active,30,0,yes
2732,0,no,50,81,0,14,4,pre-paid,active,45,157.525,yes
2733,0,no,200,0,0,0,3,pre-paid,not-active,30,0,no
2734,0,yes,100,0,0,0,4,pre-paid,active,45,0,no
2735,15,no,50,222,0,72,2,pre-paid,active,25,707.94,yes
2736,0,no,200,100,249,25,2,post-paid,active,25,1413,yes
2737,0,no,100,66,0,20,2,pre-paid,active,25,144.855,yes
2738,0,no,100,28,16,12,3,pre-paid,not-active,30,109.12,yes
2739,0,no,100,37,153,15,2,pre-paid,active,25,789.84,yes
2740,0,no,400,20,171,3,2,post-paid,active,25,804.15,yes
2741,0,no,20,23,8,60,4,pre-paid,active,45,45.65,yes
2742,0,no,50,0,0,0,2,pre-paid,not-active,25,0,yes
2743,0,no,200,0,0,0,4,pre-paid,not-active,45,0,yes
2744,0,no,100,16,0,5,2,pre-paid,active,25,30.42,yes
2745,0,no,20,45,0,15,3,pre-paid,active,30,108.2,yes
2746,0,no,100,10,6,6,2,pre-paid,active,25,78.3,yes
2747,6,no,50,125,63,34,1,post-paid,active,15,673.915,yes
2748,2,no,100,155,51,32,4,pre-paid,active,45,340.575,yes
2749,0,no,100,29,9,11,3,pre-paid,active,30,128.68,yes
2750,0,no,400,24,193,2,2,pre-paid,active,25,1041.705,yes
2751,0,no,20,0,0,0,2,pre-paid,active,25,0,no
2752,5,no,100,73,9,20,2,pre-paid,active,25,234.81,yes
2753,0,no,200,7,11,7,2,pre-paid,not-active,25,58.5,yes
2754,7,no,100,62,363,27,2,pre-paid,active,25,1741.05,yes
2755,7,no,100,68,5,38,1,pre-paid,active,15,255.255,yes
2756,0,no,200,60,6,36,1,pre-paid,active,15,161.04,yes
2757,8,no,50,84,36,31,2,pre-paid,active,25,330.03,yes
2758,1,no,100,41,289,21,3,pre-paid,active,30,1247.04,yes
2759,10,no,50,123,148,46,3,pre-paid,active,30,956.52,yes
2760,4,no,400,171,4,47,3,pre-paid,active,30,568.76,yes
2761,4,no,100,85,6,28,3,pre-paid,active,30,203,yes
2762,3,no,50,97,11,15,2,pre-paid,active,25,314.55,yes
2763,6,no,200,56,12,20,3,pre-paid,not-active,30,134.76,yes
2764,22,no,100,227,58,35,3,pre-paid,active,30,841.68,yes
2765,1,no,100,29,487,11,3,pre-paid,active,30,2067.96,yes
2766,6,no,200,184,154,33,2,pre-paid,active,25,1392.48,yes
2767,0,no,50,88,190,29,3,pre-paid,active,30,1018.52,yes
2768,0,no,100,16,4,14,2,pre-paid,not-active,25,52.47,yes
2769,0,no,100,16,17,11,2,pre-paid,not-active,25,103.545,yes
2770,0,no,400,0,4,0,2,pre-paid,not-active,25,18,no
2771,0,no,20,129,388,46,2,pre-paid,active,25,2084.04,yes
2772,4,no,100,156,15,50,3,pre-paid,active,30,519.84,yes
2773,5,no,200,77,112,40,2,pre-paid,active,25,804.15,yes
2774,20,yes,100,49,20,20,2,pre-paid,not-active,25,129.555,no
2775,18,no,50,95,5,45,4,post-paid,active,45,272.625,yes
2776,10,no,200,100,30,27,2,pre-paid,active,25,395.685,no
2777,0,no,50,24,4,17,3,pre-paid,active,30,125.56,yes
2778,6,yes,100,43,13,19,2,pre-paid,not-active,25,189.36,no
2779,6,yes,100,46,38,34,3,pre-paid,not-active,30,239.56,no
2780,0,no,400,4,4,5,3,pre-paid,not-active,30,16.48,no
2781,0,no,100,27,4,9,3,pre-paid,active,30,78.8,yes
2782,0,no,50,99,18,25,4,pre-paid,active,45,213.975,yes
2783,0,yes,200,9,13,7,4,pre-paid,not-active,45,45.3,no
2784,0,no,100,6,8,5,5,pre-paid,active,55,15.285,yes
2785,22,no,100,240,4,83,2,pre-paid,active,25,746.55,yes
2786,3,no,100,118,275,36,2,post-paid,active,25,1550.61,yes
2787,0,no,100,84,6,31,2,pre-paid,active,25,192.465,yes
2788,0,no,100,46,42,23,3,pre-paid,not-active,30,231.44,yes
2789,3,no,100,55,179,26,2,pre-paid,active,25,927.45,yes
2790,1,no,400,38,197,14,2,post-paid,active,25,941.76,yes
2791,1,no,50,41,34,71,4,pre-paid,active,45,122.1,yes
2792,8,no,50,27,14,10,2,pre-paid,not-active,25,90.09,yes
2793,0,no,200,12,25,6,4,pre-paid,not-active,45,80.3,yes
2794,7,no,100,34,23,16,2,pre-paid,active,25,154.53,yes
2795,0,no,50,63,12,26,3,pre-paid,active,30,174.52,yes
2796,0,no,100,28,32,17,2,pre-paid,active,25,215.91,yes
2797,13,no,50,143,89,45,1,post-paid,active,15,842.105,yes
2798,9,no,100,173,77,43,4,pre-paid,active,45,417.025,yes
2799,5,no,50,47,35,22,3,pre-paid,active,30,251,yes
2800,0,no,400,42,219,13,3,pre-paid,active,30,1048.28,yes
2801,0,yes,50,21,4,10,2,pre-paid,active,25,80.28,no
2802,1,no,100,57,0,10,2,pre-paid,active,25,177.39,yes
2803,0,no,200,0,0,0,2,pre-paid,not-active,25,0,yes
2804,3,no,100,46,341,17,2,pre-paid,active,25,1625.13,yes
2805,3,no,50,52,0,28,1,pre-paid,active,15,207.075,yes
2806,0,no,200,44,0,26,1,pre-paid,active,15,107.36,yes
2807,4,no,100,68,14,21,2,pre-paid,active,25,214.11,yes
2808,0,no,100,25,267,11,3,pre-paid,active,30,1144,yes
2809,6,no,100,107,126,36,3,pre-paid,active,30,853.48,yes
2810,0,no,400,155,0,37,3,pre-paid,active,30,537.72,yes
2811,0,no,50,69,0,18,3,pre-paid,active,30,163.96,yes
2812,0,no,100,81,0,5,2,pre-paid,active,25,248.13,yes
2813,2,no,200,40,0,10,3,pre-paid,not-active,30,71.72,yes
2814,18,no,100,211,36,25,3,pre-paid,active,30,738.64,yes
2815,0,no,50,13,465,1,3,pre-paid,active,30,1964.92,yes
2816,2,no,200,168,132,23,2,pre-paid,active,25,1276.56,yes
2817,0,no,100,72,168,19,3,pre-paid,active,30,915.48,yes
2818,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2819,0,no,100,0,0,0,2,pre-paid,not-active,25,0,yes
2820,0,no,400,0,0,0,2,pre-paid,not-active,25,0,no
2821,0,no,20,113,366,36,2,pre-paid,active,25,1968.12,yes
2822,0,no,50,140,0,40,3,pre-paid,active,30,444.8,yes
2823,1,no,200,61,90,30,2,pre-paid,active,25,688.23,yes
2824,16,no,100,33,0,10,2,pre-paid,not-active,25,22.635,no
2825,14,no,100,79,0,35,4,pre-paid,active,45,250.725,yes
2826,6,yes,100,84,8,17,2,pre-paid,active,25,279.765,no
2827,0,no,50,8,0,7,3,pre-paid,active,30,94.52,yes
2828,2,yes,100,27,0,9,2,pre-paid,not-active,25,113.94,no
2829,2,no,100,30,16,24,3,pre-paid,not-active,30,136.52,no
2830,0,no,400,0,0,0,3,pre-paid,not-active,30,0,no
2831,0,no,100,0,0,0,3,pre-paid,active,30,0,yes
2832,0,no,50,83,0,15,4,pre-paid,active,45,159.575,yes
2833,0,no,200,0,0,0,4,pre-paid,not-active,45,0,no
2834,0,no,100,0,0,0,5,pre-paid,active,55,0,yes
2835,18,no,100,224,0,73,2,pre-paid,active,25,711.63,yes
2836,0,no,200,102,253,26,2,post-paid,active,25,1434.69,yes
2837,0,no,50,68,0,21,2,pre-paid,active,25,148.545,yes
2838,0,no,100,30,20,13,3,pre-paid,not-active,30,128.4,yes
2839,0,no,100,39,157,16,2,pre-paid,active,25,811.53,yes
2840,0,no,400,22,175,4,2,post-paid,active,25,825.84,yes
2841,0,no,50,25,12,61,4,pre-paid,active,45,57.7,yes
2842,4,no,100,11,0,3,2,pre-paid,not-active,25,10.17,yes
2843,0,no,200,0,3,0,4,pre-paid,not-active,45,7.5,yes
2844,3,no,100,18,1,6,2,pre-paid,active,25,38.61,yes
2845,0,no,50,47,0,16,3,pre-paid,active,30,111.48,yes
2846,0,no,100,12,10,7,2,pre-paid,active,25,99.99,yes
2847,9,no,100,127,67,35,1,post-paid,active,15,700.425,yes
2848,5,no,100,157,55,33,4,pre-paid,active,45,352.625,yes
2849,1,no,100,31,13,12,3,pre-paid,active,30,147.96,yes
2850,0,no,400,26,197,3,3,pre-paid,active,30,945.24,yes
2851,0,no,20,5,0,4,2,pre-paid,active,25,45.36,no
2852,7,no,100,75,19,30,2,pre-paid,active,25,298.8,yes
2853,0,no,200,9,21,17,2,pre-paid,not-active,25,122.49,yes
2854,9,no,100,64,373,37,2,pre-paid,active,25,1805.04,yes
2855,9,no,50,70,15,48,1,pre-paid,active,15,333.465,yes
2856,2,no,100,62,16,46,1,pre-paid,active,15,239.25,yes
2857,10,no,100,86,46,41,3,pre-paid,active,30,350.24,yes
2858,3,no,100,43,299,31,3,pre-paid,active,30,1303.92,yes
2859,12,no,100,125,158,56,3,pre-paid,active,30,1013.4,yes
2860,6,no,400,173,14,57,3,pre-paid,active,30,625.64,yes
2861,6,no,50,87,16,38,3,pre-paid,active,30,259.88,yes
2862,5,no,50,99,21,25,2,pre-paid,active,25,378.54,yes
